url,length_mi,elevation_gain_ft,estimated_time,route_type,description
https://www.alltrails.com/trail/us/florida/anhinga-trail,0.8,0,0.5–1hr,loop,"This short loop trail is an excellent spot for observing wildlife and birds. If you're interested in safely viewing alligators, turtles, and a variety of bird species, you'll find the boardwalk and paved path ideal.

The trail's short distance and well-maintained paths make it a popular choice for all visitors, including families with children.

In the summer, temperatures can rise significantly, and there is minimal shade along the trail. Make sure to bring plenty of sunscreen and water.

According to wheelchairtraveling.com: Royal Palm Visitor Center is located on a short spur road on the south side of the main road and is open 8 am-4:30 pm. In addition to a small store and accessible restrooms, there are two accessible trails at this location. The Anhinga Trail is a path through Taylor Slough with pavement and wooden boardwalk surfaces. It is recognized as “One of the 10 Best Accessible Trails” by National Geographic and is excellent for viewing birds, alligators, and other wildlife. 

Accessibility: There are 5 designated accessible spaces in the paved parking lot off of Ingraham Highway at the west end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt or a wooden boardwalk with railings. It is typically at least 6 feet wide. 

The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users. According to the park website, this trail is wheelchair-accessible. There are wheelchair-accessible restrooms at the visitor center."
https://www.alltrails.com/trail/us/florida/shark-valley-tram-trail,14.9,26,4.5–5hr,loop,"Shark Valley is located in the heart of the Everglades freshwater marsh. The trail is paved, making it accessible for walking, biking (you can rent a bike on-site), or taking a guided tram ride. This route runs alongside the Shark River Slough, providing opportunities to view wildlife up close, including alligators, turtles, and a variety of bird species.

According to wheelchairtraveling.com: Shark Valley Visitor Center is located on the northern border of Everglades National Park, on Tamiami Trail (US Highway 41) 25 miles west of the Florida Turnpike (exit 25) at Miami, and 70 miles east of Naples. An admission fee is collected per car at the entrance (NPS access passes accepted). Hours are 8:30am-5pm during the dry season and 9am-4:30pm during the wet season. A visitor center offers exhibits, information, an educational video, store, bicycle rentals, and restrooms. There are no food services at Shark Valley, however, the Miccosukee Restaurant is located directly across Tamiami Trail and offers a varied menu.

A 15-mile paved scenic loop road ventures deep into the “river of grass” to a 45-foot observation tower. No private vehicles are permitted on this road, but walking and bicycling are allowed. Two-hour narrated tram tours are offered on the road several times a day, with guides who point out the birds and wildlife (fee, reservations strongly suggested, 305-221-8455). The tram is accessible via a ramp and has tie-downs. The observation tower has a long spiral concrete ramp; some persons may require assistance. Accessible restrooms are available at both the visitor center and observation tower.

Accessibility: There are 5 designated accessible spaces in the paved parking lot off of Southwest 8th Street at the north end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved (with partial railings) and smooth. It is typically at least 6 feet wide with many wider passing spaces.

The majority of the trail is estimated to be in the flat grade category (1% or less) and the steepest section is at about 7.0 miles when going south. Hikers using wheelchairs/mobility equipment or strollers may need assistance in the steeper section or to avoid it for safety. There are benches and picnic tables along the route for resting. There are wheelchair-accessible bathrooms at the north end of the trail. The visitor center is wheelchair-accessible."
https://www.alltrails.com/trail/us/florida/gumbo-limbo-trail,0.5,0,0.5–1hr,loop,"A short and sweet paved path through a lush and tropical forest. This path is self-guided and leads through a beautiful forest full of amazing local flora and fauna. This trail is named after the Gumbo Limbo trees which you are able to spot along the trail.

According to wheelchairtraveling.com: Royal Palm Visitor Center is located on a short spur road on the south side of the main road and is open 8 am-4:30 pm. In addition to a small store and accessible restrooms, there are two accessible trails at this location. The Gumbo-Limbo Trail is a paved 1/2 mile path through a hardwood hammock that is ideal for viewing local flora such as gumbo-limbo trees, wild coffee, and orchids.

Accessibility: There are 5 designated accessible spaces in the paved parking lot off of Ingraham Highway at the north end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt with partial railings. It is typically at least 4 feet wide with some wider passing spaces.

The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users.  There are benches and picnic tables along the route for resting. According to the park website, this trail is wheelchair-accessible. There are wheelchair-accessible restrooms at the visitor center."
https://www.alltrails.com/trail/us/florida/mahogany-hammock-trail,0.4,0,0.5–1hr,loop,"Explore this self-guided boardwalk trail that wanders through a hardwood ""hammock"" full of a variety of plant species. The Gumbo-Limbo trees are abundant in this area as well as air plants and large mahogany trees. 

According to Accessible Nature (https://www.accessiblenature.info/?page_id=144#federal):  This wheelchair-accessible trail features the largest living mahogany tree in the US. 

Accessibility: There are 3 designated accessible spaces in the paved parking lot off of Mahogany Hammock Road at the northeast end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt or a wooden boardwalk with railings. It is typically at least 6 feet wide.

The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users. There are benches along the route for resting. According to the park website, this trail is wheelchair-accessible."
https://www.alltrails.com/trail/us/florida/pinelands-trail,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/florida/bobcat-boardwalk-trail,0.4,0,0.5–1hr,loop,"This is a short accessible trail that winds through a sawgrass slough. The boardwalk allows visitors to view the wonderful wildlife all around them while also providing self-guided interpretive signs.

According to Accessible Nature (https://www.accessiblenature.info/?page_id=144#federal): This is a wheelchair-accessible boardwalk trail that features a sawgrass slough and tropical hardwood forests.

Accessibility: There are 5 designated accessible spaces in the paved parking lot off of East Road at the north end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt or a wooden boardwalk with railings. It is typically at least 6 feet wide.

The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users. There are benches along the route for resting. According to the park website, this trail is wheelchair-accessible."
https://www.alltrails.com/trail/us/florida/snake-bight-trail,3.7,3,1–1.5hr,out & back,"Snake Bight is a short and flat trail, so don't let the name deter you! A bight is a bay within a larger bay (Florida Bay). The boardwalk at the end of the trail offers excellent bird watching, but bikes are not allowed throughout the boardwalk section. It is recommended to bring bug spray due to the number of bugs present in the warm months."
https://www.alltrails.com/trail/us/florida/west-lake-trail,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/florida/guy-bradley-trail,1.5,13,0.5–1hr,out & back,"This path goes from the Visitor Center to the Flamingo Campground and is good for walking, cycling, wheelchairs/mobility equipment users, and strollers. You can see old pier pilings from when Flamingo used to be a fishing village. 

According to wheelchairtraveling.com: Flamingo Visitor Center is located on the shore of Florida Bay at the end of the main park road and is open 8 am-4:30 pm during the dry season (staffed intermittently during the wet season; phone 239-695-2945). The two-story building is accessible via a long ramp (some persons may require assistance) and offers exhibits, information, and accessible restrooms. Buttonwood Cafe is located next to the visitor center and is open during the dry season. A marina located next to the visitor center rents boats, canoes, and kayaks, and also offers 2-hour narrated boat tours into Florida Bay or the backcountry (fee, reservations strongly suggested, 239-695-3101). The pontoon tour boats are accessible via ramp but do not have tie-downs or restrooms on board. The marina is open year-round, with a store that is open 7 am-5:30 pm and sells tour tickets as well as snacks, camping and fishing supplies, gas, and souvenirs. Accessible restrooms are available. Alligators, crocodiles, manatees, and wading birds are frequently seen in the area around the visitor center and marina.

Accessibility: There are 5 designated accessible spaces in the paved parking lot off of Flamingo Lodge Highway at the east end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt and smooth. It is typically at least 6 feet wide. 

The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users. According to the park website, this trail is wheelchair-accessible."
https://www.alltrails.com/trail/us/florida/long-pine-key-trail,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/missouri/jefferson-national-expansion-memorial,1.8,75,0.5–1hr,loop,"A wonderful urban trail with views of the iconic arch. Deviate from this route to explore the grounds of this famous National Park.

Accessibility: There are 4 designated accessible spaces in the paved parking lot off of Memorial Drive at the west end of the trail. All of them are van-accessible with striped access aisles. The trail surface is pavement (with partial railings), smooth, and typically at least 6 feet wide. 

The estimated grade is mostly gentle (5% or less) except for moderately steep (5-8%) sections at about 1.4 miles downhill and 1.5 miles uphill when going clockwise. Trail goers using wheelchairs/mobility equipment or strollers may need assistance in the steeper sections or to avoid them for safety. There are benches and picnic tables along the route for resting."
https://www.alltrails.com/trail/us/missouri/gateway-arch-loop,1.6,91,0.5–1hr,loop,"The Gateway Arch Loop in Gateway Arch National Park offers an exceptional experience in St. Louis, MO. Starting at the parking area just south of the Basilica of St. Louis on Memorial Dr., this paved, family-friendly trail features stunning views of the Mississippi River, the St. Louis skyline, and the iconic Gateway Arch. Immerse yourself in the area's rich history as you enjoy this scenic urban trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
While there is no accessible parking available within Gateway Arch National Park, passenger drop-off/pick-up is available on 4th Street across from the Old Courthouse, between Market and Chestnut Streets. Accessible parking is available (first come, first served) on Market Street between Memorial Drive and 4th Street and on Memorial Drive between Walnut and Market Streets and Chestnut and Pine Streets. Accessible parking spaces are also available at Stadium East Garage, which offers a discounted rate for Gateway Arch visitors.

Surface
The trail surface is pebbled sidewalk or a metal grated bridge and is typically at least 6 feet wide.

Grade
This trail is estimated to be mostly gentle (5% or less), with a few moderately steep (5-8%) sections that may require assistance or need to be avoided.

More Info
Benches are available along the route for resting."
https://www.alltrails.com/trail/us/missouri/gateway-arch-inner-loop,0.6,26,0.5–1hr,loop,"The Inner Loop in Gateway Arch National Park offers an exceptional experience in St. Louis, MO. Starting at the commons area just south of the Basilica of St. Louis, this paved, family-friendly loop around the reflective pool features stunning views of the St. Louis skyline, the Mississippi River, and the iconic Gateway Arch. Immerse yourself in rich history as you enjoy this scenic urban trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
While there is no accessible parking available within Gateway Arch National Park, passenger drop-off/pick-up is available on 4th Street across from the Old Courthouse, between Market and Chestnut Streets. Accessible parking is available (first come, first served) on Market Street between Memorial Drive and 4th Street and on Memorial Drive between Walnut and Market Streets and Chestnut and Pine Streets. Accessible parking spaces are also available at Stadium East Garage, which offers a discounted rate for Gateway Arch visitors.

Surface
The trail surface is pebbled sidewalk and typically at least 6 feet wide.

Grade
This trail is estimated to be mostly gentle (5% or less).

More Info
Benches are available along the route for resting."
https://www.alltrails.com/trail/us/missouri/north-pond-loop,0.9,42,0.5–1hr,loop,"The North Pond Loop in Gateway Arch National Park offers an exceptional experience in St. Louis, MO. Starting at the commons area just south of the Basilica of St. Louis, this paved, family-friendly loop around North Pond features stunning views of the St. Louis skyline, the Mississippi River, and the iconic Gateway Arch. Immerse yourself in rich history as you enjoy this scenic urban trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
While there is no accessible parking available within Gateway Arch National Park, passenger drop-off/pick-up is available on 4th Street across from the Old Courthouse, between Market and Chestnut Streets. Accessible parking is available (first come, first served) on Market Street between Memorial Drive and 4th Street and on Memorial Drive between Walnut and Market Streets and Chestnut and Pine Streets. Accessible parking spaces are also available at Stadium East Garage, which offers a discounted rate for Gateway Arch visitors.

Surface
The trail surface is pebbled sidewalk and typically at least 6 feet wide.

Grade
This trail is estimated to be mostly gentle (5% or less).

More Info
Benches are available along the route for resting."
https://www.alltrails.com/trail/us/montana/avalanche-lake--6,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/montana/grinnell-glacier-trail,10.9,2073,5.5–6hr,out & back,"Grinnell Glacier is an absolute must-see in Glacier National Park. This challenging hike offers something for everyone: glaciers, waterfalls, lakes, forest, wildlife, and incredible views along the way.

There are two ways to do this hike. You can start at the Grinnell Glacier Trailhead, and hike the six miles to the glacier. Another option is to take a boat from the Many Glacier Hotel. The boat crosses Swiftcurrent Lake, and then another boat takes you across Lake Josephine. This option shortens the hike by about 3.5 miles roundtrip. More information about the boat can be found here: http://glacierparkboats.com/

After either hiking around Lake Josephine or taking the boat, the hike becomes steep and the challenge begins. Almost a mile after the lake, you’ll start to see Grinnell Lake below you. You’ll also see Mount Gould towering above you to the south, and eventually Grinnell Falls dropping hundreds of feet down above the lake. This part of the hike is incredibly scenic, passing through alpine meadows, with smaller waterfalls and Mount Grinnell on your right. You’ll climb some switchbacks, and you’ll start to see Grinnell Glacier above you.

You’ll soon reach a section of the trail with steep drop-offs. After a series of even steeper switchbacks, you’ll finally reach Grinnell Glacier Viewpoint. Here you can take in incredible views of the 150-acre glacier, Garden Wall, Grinnell Lake, Mount Gould, and Gem Glacier. Once you’ve taken in the scenery, return the way you came. Some hikers choose to hike the whole way in, and then take the boat only on the return trip."
https://www.alltrails.com/trail/us/montana/hidden-lake-overlook,2.7,551,1–1.5hr,out & back,"This trail takes you up and over Hidden Lake Pass to Hidden Lake Overlook. Once you are there, you'll be standing between the towering Clements Mountain and the jagged ridgeline of Reynolds Mountain overlooking Hidden Lake. This route also provides amazing views of open grasslands and mountains throughout the way. You can continue down the Hidden Lake Trail to the lake shore.  

Heads up! There is one part of the trail that is steep and exposed to a large drop-off. It is a good idea to wear hiking boots for this trail, especially since it is also very rocky."
https://www.alltrails.com/trail/us/montana/iceberg-lake-trail--3,9.6,1459,4.5–5hr,out & back,"Iceberg Lake is named for the icebergs that float in the lake year-round. The lake is in the shadow of Mount Wilbur and gets very little sun, keeping the water cold enough for icebergs. Many hikers love the challenge of jumping in to the icy lake for a cold plunge! This route is also known to be a great place to spot grizzly bears. While traveling in bear country, it is important to know how to be safe around bears. For more information about bear safety, please visit:https://www.nps.gov/glac/planyourvisit/bears.htm

The trailhead is behind the Swiftcurrent Motor Inn in the Many Glacier section of Glacier National Park at the Iceberg Lake Ptarmigan Tunnel Trailhead.   
Most of the trail passes through open terrain, with most of the forested spots in the middle of the hike. You'll follow the Ptarmigan and Ptarmigan Falls Trails to the Iceberg Lake Trail.

Heads up! When traveling on this route during the shoulder seasons, you may encounter snow. This route can sometimes hold snow into June or even July. When the route is covered in snow, you may need special equipment such as snowshoes, microspikes, or crampons in order to complete the route.

."
https://www.alltrails.com/trail/us/montana/st-mary-and-virginia-falls-trail,3.1,472,1.5–2hr,out & back,"St. Mary and Virginia Falls Trail in Glacier National Park offers lake views and beautiful waterfalls, with St. Mary Falls and Virginia Falls stealing the show. You really can't go wrong with a trail that takes you up close to multiple waterfalls this quickly. It's a great hike for someone who is looking for an easier and quicker trail than some of the others in the park, while still getting to experience some of the best of the park's beauty. 

This area is also fun to visit in summer since there are many spots where you can take a dip. The trail crosses St. Mary’s River and travels parallel to Virginia Creek. There are also multiple trails that allow you to extend your hike if you wish. Parking is available along Going-to-the-Sun Road and you can begin from the St. Mary Falls Trailhead. You can also take the shuttle and get off at the St. Mary Falls Shuttle stop (as mapped on this route)."
https://www.alltrails.com/trail/us/montana/grinell-glacier-and-wing-lookout,13.2,2939,,out & back,"This route ends with an off-trail scramble to Wing Lookout, a spot just above Grinnell Glacier itself. On the way, you'll hike to Grinnell Glacier Viewpoint before breaking off on to this off-trail adventure. For the Grinnell Glacier Trail, please visit: https://www.alltrails.com/trail/us/montana/grinnell-glacier-trail

This route is not recommended as a winter adventure. Even during the summer months, the route is often covered in snow, especially near Grinnell Glacier. When the route is covered in snow or ice, parts of the route require technical training and equipment."
https://www.alltrails.com/trail/us/montana/granite-park-via-highline-trail,11.4,1400,6–7hr,point to point,"This route is the point-to-point one-way route that takes you to the famous Granite Park Chalet along the Highline Trail. There are several ways to hike this trail. In order to complete this route as mapped, you will need to arrange to take the park shuttle. This classic hike in Glacier National Park takes you along the length of the Highline trail to the Loop Trailhead from the Logan Pass Visitor Center. 

Granite Park Chalet is a historic wilderness lodge that is reached only by trail. There is no water source at the chalet, so you'll want to carry plenty of extra water and plan to filter water before arriving. Staying overnight at the chalet requires a reservation ahead of time. For more information, please visit: https://www.graniteparkchalet.com/faq.php"
https://www.alltrails.com/trail/us/montana/highline-trail,14.9,2621,7.5–8hr,out & back,"Just across the Going-to-the-Sun Road from the Logan Pass Visitors Center, is the Highline Trail. This must-do hike spans all the way from here to the Loop Trailhead, with an optional offshoot to the Grinnell Glacier Overlook and a stop at the historic Granite Park Chalet.

There are several ways to hike the Highline Trail. The most popular option, mapped here, is hiking an out-and-back to Granite Park Chalet from the Logan Pass Visitor Center. This plan does not require a shuttle back to the starting point. This hike is popular for a reason. You’ll have incredible views the whole way, and you’ll very likely see wildlife. Many visitors report seeing bears, bighorn sheep, and mountain goats.

Another variation is to hike the Highline Trail to the Granite Park Trail. You'll start at the Logan Pass Visitors Center and hike one-way to the Loop Trailhead. This plan requires taking a shuttle, or getting a ride back to your car at the Logan Pass Visitor Center. Another option is to start at the Loop Trailhead and either hike one-way to the Logan Pass Visitors Center, or an out-and-back to the Granite Park Chalet. For this option, please visit: https://www.alltrails.com/trail/us/montana/highline-trail-logan-pass-to-the-loop-trailhead

The Granite Park Chalet is a historic wilderness lodge that is reached only by trail. There is no water source at the chalet, so you'll want to carry plenty of extra water and plan to filter water before arriving. Staying overnight at the chalet requires a reservation ahead of time. For more information, please visit: https://www.graniteparkchalet.com/faq.php"
https://www.alltrails.com/trail/us/montana/three-falls-hike-via-piegan-pass,6.3,708,2.5–3hr,out & back,"Also known as ""Three Falls Hike"", this hike follows the edge of the beautiful Saint Mary River along Piegan Pass Trail and St. Mary Lake Trails. It actually features four famous waterfalls! The route takes you past Baring Falls, St Mary Falls, Lower Virginia Falls, and Upper Virginia Falls. This route is very popular and can get crowded during peak summer season. It is a good idea to arrive early or take the park shuttle to avoid parking issues."
https://www.alltrails.com/trail/us/montana/trail-of-the-cedars--2,0.9,49,0.5–1hr,loop,"Along this route, a boardwalk will take you through a dense, evergreen forest of western hemlocks and western red cedars. Many hikers prefer to walk this loop starting with the eastern side. This trail can be done in tandem with the Avalanche Trail. 

Accessibility: Visitors using wheelchairs, mobility equipment, or strollers may need all-terrain tires or adaptive/motorized equipment for the surface type and grade. There are 2 designated van-accessible parking spaces with striped access aisles in the paved parking lot of the Avalanche Creek Picnic Area. The trail surface is pavement or wooden boardwalk with edge barriers and is typically at least 5 feet wide. This trail is estimated to be mostly gentle (5% or less). Other accessible features include benches, picnic tables, and wheelchair-accessible restrooms at the west and south ends of the trail."
https://www.alltrails.com/trail/us/alaska/forest-trail,1.1,98,0.5–1hr,loop,"The Forest Loop Trail in Glacier Bay National Park offers an accessible nature escape, beginning and ending at the Glacier Bay Lodge in Bartlett Cove. This gentle path reveals diverse wildlife and natural beauty. Keep an eye on the ponds for Barrow’s Goldeneye, a distinct duck often spotted here. During summer, listen for the unique low-pitched “booming” of Sooty Grouse echoing through the trees. The trail also boasts vibrant displays of fungi and wildflowers, making each step a visual delight.

On your journey, explore the cultural heritage of the Tlingit people with a traditional canoe displayed near the shore and Tlingit-style carvings along the route. While these carvings differ from traditional “culturally modified trees,” they add a distinctive artistic touch to the experience. This trail is a fantastic option for those interested in both nature and local history."
https://www.alltrails.com/trail/us/alaska/bartlett-river-trail,4.5,482,1.5–2hr,out & back,"The Bartlett River Trail offers a scenic journey through lush spruce and hemlock forests, winding along an intertidal lagoon before reaching the stunning Bartlett River estuary. This rich habitat supports diverse wildlife: keep an eye out for moose, river otters, coyotes, and even the occasional bear along the shoreline. The trail is especially lively during bird migrations and molting seasons, when ducks, geese, and other waterfowl gather in abundance in the intertidal zone. 

Late summer brings the salmon run, drawing harbor seals upstream to feed, creating an unforgettable wildlife-viewing experience. This trail provides an immersive encounter with Alaska’s natural beauty and offers incredible opportunities for spotting local fauna year-round."
https://www.alltrails.com/trail/us/alaska/tlingit-trail,1.1,72,0.5–1hr,out & back,"An easy stroll along the forested shoreline edge in front of the Glacier Bay Lodge. Enjoy nice views of Bartlett Cove. See a traditional Tlingit canoe, gaze at a complete whale skeleton, learn about common native plants, and experience Tlingit culture and art at the Huna Tribal House. 

Accessibility: There is at least 1 designated accessible space in the paved parking lot off of Park Road at the west end of the trail. It is unclear if the spot is van-accessible with a striped access aisle.  There are wheelchair-accessible restrooms at the visitor center and lodging at the Glacier Bay Lodge. The trail surface is packed gravel and typically at least 5 feet wide. The estimated grade is mostly gentle (5% or less) except for moderately steep to steep (6-12%) uphill and downhill sections at about 0.0 and 0.4 miles when going eastbound. 

Trail goers/hikers using wheelchairs/mobility equipment or strollers may need assistance in the steeper sections or to avoid them for safety. All-terrain tires or motorized equipment may be needed for the unpaved surface type. There are benches and picnic tables along the route for resting."
https://www.alltrails.com/trail/us/alaska/bartlett-lake-trail--2,8.5,935,3.5–4hr,out & back,"In times of heavy rain, especially during the months of September and October, this trail can become flooded, as you get closer to the lake. This route branches off from the Bartlett River Trail, taking you along a primitive, rugged hike to Bartlett Lake. This trail climbs through moraine and lush spruce forests. On this journey, you may be the only one out there on the trail. Keep your ears and eyes out for Loons, American Three-toed Woodpeckers, Hermit Thrushes, and Ruby-crowned Kinglets."
https://www.alltrails.com/trail/us/alaska/bartlett-lake-and-towers-trail,6,498,2–2.5hr,out & back,"Bartlet Lake is also accessible from the Towers Trail at the park boundary. The first 1.7 miles provides an opportunity for biking down the old roadbed that once serviced an airport tower beacon. Bicycles can only access the first 1.7 miles of this trail, the rest of the trail to the lake must be hiked."
https://www.alltrails.com/trail/us/alaska/walker-glacier-alsek-river--2,4,1302,2.5–3hr,out & back,"This is a technical route to the Walker Glacier. It is advised to have experience with over-glacier travel, snow travel, and technical mountaineering experience when attempting this route. Deep in the Outer Coast of the Glacier Bay Wilderness, this area is seldom visited. Accessing this route is logistically complex and likely will involve a series of air and boat transportation. There is no road to access this trail. For more information about planning trips in the Glacier Bay Wilderness, visit: https://www.nps.gov/glba/planyourvisit/glacier-bays-outer-coast.htm"
https://www.alltrails.com/trail/us/alaska/the-nose-alsek-river,3.7,2509,4–4.5hr,out & back,"This is an off-trail route to an extremely remote, beautiful overlook of the Alsek River. Deep in the Outer Coast of the Glacier Bay Wilderness, this area is seldom visited. Accessing this route is logistically complex and likely will involve a series of air and boat transportation. There is no road to access this trail. For more information about planning trips in the Glacier Bay Wilderness, visit: https://www.nps.gov/glba/planyourvisit/glacier-bays-outer-coast.htm"
https://www.alltrails.com/trail/us/alaska/reid-glacier-of-glacier-bay,1.4,272,,loop,"At anchor, small boats are used to reach the shore next to the glacier. This hike along the glacier's edge—and on it—features stunning blues and intriguing tunnels. Caution is required to avoid plunging down the water shoot and into the depths. 

The location is a regular stop for cruise ships and offers a beautiful area with various recreational opportunities. Popular activities include kayaking, and the area is excellent for wildlife viewing, with opportunities to see humpback whales, orcas, dolphins, seals, sea stars, and bald eagles, among others."
https://www.alltrails.com/trail/us/arizona/south-kaibab-trail-to-ooh-aah-point,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/arizona/south-kaibab-trail,3,1181,2–2.5hr,out & back,"The South Kaibab Trail begins south of Yaki Point on Yaki Point Road. This trail is suitable for a day hike to the mule-hitching post at Cedar Ridge. It offers incredible views for a relatively short hike, but it is steep and lacks water and shade. Seasonal water is available at the trailhead.

In winter or early spring, the upper portion of the trail can be extremely icy, while summer months may bring thunderstorms. Notably, this is the only trail in Grand Canyon National Park that follows a ridgeline descent.

After the initial switchbacks, the trail traverses below Yaki Point to Ooh Ah Point, where hikers can experience the first panoramic view of the canyon. From Ooh Ah Point onward, the trail runs along the top of a ridgeline, providing no shade. After several broad and steep switchbacks, hikers reach Cedar Ridge.

Cedar Ridge offers breathtaking views of the valley and the stunning Grand Canyon landscape. The climb back out can be challenging, so take your time and plan for a longer hike on the return."
https://www.alltrails.com/trail/us/arizona/south-kaibab-trail-to-skeleton-point,5.8,2027,,out & back,"This is a must-see viewpoint along the Grand Canyon South Rim and is perfect for a day hike. There are stunning views of the Colorado River from this viewpoint, as well as the beautiful desert canyon landscape. This trail is tough and gradually descends to Skeleton Point. Other incredible 360-degree vistas are located at Ooh Aah Point and Cedar Ridge.

On the way back, the hike is all uphill so save some energy and snacks! For those who wish to hike further along the South Kaibab Trail, you can reach other popular points of interest such as the Tip Off, Bright Angel Suspension Bridge, and more."
https://www.alltrails.com/trail/us/arizona/15-mile-resthouse-via-bright-angel-trail,3.2,1184,2–2.5hr,out & back,"This route travels along the Bright Angel Trail and ends at the 1.5 Mile Resthouse. This is one of the shorter routes in the canyon, and one of the most popular ones as well. The trail is challenging, with over 1,000ft of elevation gain along the way, therefore it is important to plan and prepare ahead of time. At some points of the day, the canyon walls provide some shade, however, there are also exposed areas so bring sun protection."
https://www.alltrails.com/trail/us/arizona/bright-angel-trail--11,,,,,Error: Failed to load page
https://www.alltrails.com/trail/us/arizona/three-mile-resthouse-via-bright-angel-trail,6.1,2112,,out & back,"3-Mile Resthouse via Bright Angel Trail is one of the most popular trails in the Grand Canyon and is one of several Bright Angel Trail hikes available. The route begins at the Bright Angel Trailhead.

This route offers gorgeous views, so remember to stop often for photos. The earlier you begin the hike, the fewer crowds. The route ends at the 3-Mile Resthouse, but there are options for shortening and lengthening your journey. 

You may choose to stop at the 1.5 Mile Resthouse or continue on Bright Angel Trail to Havasupai Gardens, Plateau Point, or all the way to the Colorado River.

Even if it’s windy and cold at the South Rim when you begin, during the summer months it gets very hot and there is almost no wind to keep cool down once you’re on the trail. Make sure to pace yourself and pay attention to the signs along the way. There are fill-up water stations along the way, as well as bathrooms."
https://www.alltrails.com/trail/us/arizona/grand-canyon-rim-mules-to-mather-point,6,442,2–2.5hr,out & back,"The Rim Trail stretches from the South Kaibab Trailhead to Hermit's Rest, offering stunning Grand Canyon views.  The mostly paved trail is lined with markers that highlight the canyon's geological history, making it an excellent choice for those seeking both scenic beauty and educational opportunities.  Mather Point, a popular overlook, provides a breathtaking panorama and is easily accessible from the visitor's center.    

A particularly scenic section of the trail lies between the Yavapai Geology Museum and the Grand Canyon Historic Village.  It's advisable to take your time and capture photos of the stunning canyon views.  Remember water, snacks, and sun protection, as this area can be hot and sunny.  Water and restrooms are available at the Geology Museum, Grand Canyon Visitor Center, and within the village.  While this section can be popular, it offers opportunities for solitude and quiet moments along the canyon's edge.    

The Village (Blue) Route shuttle bus operates between the Grand Canyon Visitor Center and the Village, making it possible to complete a one-way loop.  Dogs are welcome on leashes on the Rim Trail but are not allowed on the shuttle buses. 

Accessibility: Visitors using wheelchairs, mobility equipment, or strollers may need all-terrain tires or adaptive/motorized equipment for the surface type and grade. There are 10 designated van-accessible parking spaces in the paved parking lot off of South Entrance Road at the east end of the trail, all equipped with striped access aisles. The park’s shuttles are also wheelchair-accessible. The trail surface is paved asphalt and smooth, typically at least 5 feet wide. This trail is estimated to be mostly gentle (5% or less), with some steeper sections that may require assistance or need to be avoided."
https://www.alltrails.com/trail/us/arizona/havasupai-garden-campground-via-bright-angel-one-way,4.5,0,,point to point,"The Havasupai Gardens Campground can be reached using this point-to-point route which can also be incorporated into a multi-day camping trip. The trail is very well-maintained, clear to follow, and offers stunning canyon views at every turn. Before the 1.5-mile house and on weekends, the trail may be congested. Bring appropriate sun protection, as the trail is primarily exposed to the sun. On the way to the campground, there are restrooms with drinking water available for a portion of the year."
https://www.alltrails.com/trail/us/arizona/yavapai-point-via-rim-trail,1.7,82,0.5–1hr,out & back,"This short section of the Rim Trail is one of the most popular routes in the park, since it is easily accessible from both Mather and Yavapai Points and offers constant views of the Grand Canyon. Phantom Ranch is also viewable as well as a glimpse of the Colorado River far below.

Accessibility: This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers. There are at least 20 designated van-accessible parking spaces with striped access aisles in the paved parking lots near Mather Point. The trail surface is paved asphalt and is typically at least 8 feet wide. This trail is estimated to be mostly gentle (5% or less). Benches are available along the trail."
